Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Company_ID
2014-09-30 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-01 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-07 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-08 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-09 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-10 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-13 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-14 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-15 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-16 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-17 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-20 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-21 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-22 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-27 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-28 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-29 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-30 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-10-31 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-11-03 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-11-05 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-11-07 00:00:00+05:30,6.974246025085449,6.974246025085449,6.974246025085449,6.974246025085449,0,0.0,0.0,0.0,538579
2014-11-10 00:00:00+05:30,7.572038317077556,7.970566749572754,7.572038317077556,7.970566749572754,24000,0.0,0.0,0.0,538579
2014-11-11 00:00:00+05:30,8.369094933623794,8.966887836096477,8.369094933623794,8.697880744934082,24000,0.0,0.0,0.0,538579
2014-11-12 00:00:00+05:30,8.369094452194664,8.69788024459167,8.369094452194664,8.568359375,24000,0.0,0.0,0.0,538579
2014-11-13 00:00:00+05:30,8.568359375,8.568359375,8.568359375,8.568359375,0,0.0,0.0,0.0,538579
2014-11-14 00:00:00+05:30,8.568359375,8.568359375,8.568359375,8.568359375,0,0.0,0.0,0.0,538579
2014-11-17 00:00:00+05:30,8.568359375,8.568359375,8.568359375,8.568359375,0,0.0,0.0,0.0,538579
2014-11-18 00:00:00+05:30,8.169830969646211,8.468727421618825,8.169830969646211,8.319279670715332,16000,0.0,0.0,0.0,538579
2014-11-19 00:00:00+05:30,8.319279670715332,8.319279670715332,8.319279670715332,8.319279670715332,0,0.0,0.0,0.0,538579
2014-11-20 00:00:00+05:30,8.319279670715332,8.319279670715332,8.319279670715332,8.319279670715332,0,0.0,0.0,0.0,538579
2014-11-21 00:00:00+05:30,8.319279670715332,8.319279670715332,8.319279670715332,8.319279670715332,0,0.0,0.0,0.0,538579
2014-11-24 00:00:00+05:30,8.319279670715332,8.319279670715332,8.319279670715332,8.319279670715332,0,0.0,0.0,0.0,538579
2014-11-25 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,8000,0.0,0.0,0.0,538579
2014-11-26 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-11-27 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-11-28 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-01 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-02 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-03 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-04 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-05 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-08 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-09 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-10 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-11 00:00:00+05:30,8.917071342468262,8.917071342468262,8.917071342468262,8.917071342468262,8000,0.0,0.0,0.0,538579
2014-12-12 00:00:00+05:30,8.917071342468262,8.917071342468262,8.917071342468262,8.917071342468262,0,0.0,0.0,0.0,538579
2014-12-15 00:00:00+05:30,8.917071342468262,8.917071342468262,8.917071342468262,8.917071342468262,0,0.0,0.0,0.0,538579
2014-12-16 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,16000,0.0,0.0,0.0,538579
2014-12-17 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-18 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-19 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-22 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-23 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-24 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-26 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,8000,0.0,0.0,0.0,538579
2014-12-29 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-30 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2014-12-31 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-01 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-02 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-05 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-06 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-07 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-08 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-09 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-12 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-13 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-14 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-15 00:00:00+05:30,8.169830322265625,8.169830322265625,8.169830322265625,8.169830322265625,0,0.0,0.0,0.0,538579
2015-01-16 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,8000,0.0,0.0,0.0,538579
2015-01-19 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-20 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-21 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-22 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-23 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-27 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-28 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-29 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-01-30 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-02 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-03 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-04 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-05 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-06 00:00:00+05:30,7.970566749572754,7.970566749572754,7.970566749572754,7.970566749572754,0,0.0,0.0,0.0,538579
2015-02-09 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,8000,0.0,0.0,0.0,538579
2015-02-10 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-11 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-12 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-13 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-16 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-18 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-19 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-20 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-23 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-24 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-25 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-26 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-02-27 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-02 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-03 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-04 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-05 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-09 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-10 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-11 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-12 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-13 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-16 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-17 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-18 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-19 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-20 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-23 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-24 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-25 00:00:00+05:30,8.369094848632812,8.369094848632812,8.369094848632812,8.369094848632812,0,0.0,0.0,0.0,538579
2015-03-26 00:00:00+05:30,7.77130265031177,7.77130265031177,7.322957992553711,7.322957992553711,16000,0.0,0.0,0.0,538579
2015-03-27 00:00:00+05:30,6.765018463134766,6.765018463134766,6.765018463134766,6.765018463134766,8000,0.0,0.0,0.0,538579
2015-03-30 00:00:00+05:30,6.765018463134766,6.765018463134766,6.765018463134766,6.765018463134766,0,0.0,0.0,0.0,538579
2015-03-31 00:00:00+05:30,6.765018463134766,6.765018463134766,6.765018463134766,6.765018463134766,0,0.0,0.0,0.0,538579
2015-04-01 00:00:00+05:30,6.765018463134766,6.765018463134766,6.765018463134766,6.765018463134766,0,0.0,0.0,0.0,538579
2015-04-06 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,8000,0.0,0.0,0.0,538579
2015-04-07 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-08 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-09 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-10 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-13 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-15 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-16 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-17 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-20 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-21 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-22 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-23 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-24 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-27 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-28 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-29 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-04-30 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-04 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-05 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-06 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-07 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-08 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-11 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-12 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-13 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-14 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-15 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-18 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-19 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-20 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-21 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-22 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-25 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-26 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-27 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-28 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-05-29 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-01 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-02 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-03 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-04 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-05 00:00:00+05:30,6.227005481719971,6.227005481719971,6.227005481719971,6.227005481719971,0,0.0,0.0,0.0,538579
2015-06-08 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,8000,0.0,0.0,0.0,538579
2015-06-09 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-10 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-11 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-12 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-15 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-16 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-17 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-18 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-19 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-22 00:00:00+05:30,5.0314202308654785,5.0314202308654785,5.0314202308654785,5.0314202308654785,0,0.0,0.0,0.0,538579
2015-06-23 00:00:00+05:30,6.0377044677734375,6.0377044677734375,6.0377044677734375,6.0377044677734375,8000,0.0,0.0,0.0,538579
2015-06-24 00:00:00+05:30,6.0377044677734375,6.0377044677734375,6.0377044677734375,6.0377044677734375,0,0.0,0.0,0.0,538579
2015-06-25 00:00:00+05:30,6.0377044677734375,6.0377044677734375,6.0377044677734375,6.0377044677734375,0,0.0,0.0,0.0,538579
2015-06-26 00:00:00+05:30,6.0377044677734375,6.0377044677734375,6.0377044677734375,6.0377044677734375,0,0.0,0.0,0.0,538579
2015-06-29 00:00:00+05:30,5.2605743408203125,5.2605743408203125,5.2605743408203125,5.2605743408203125,8000,0.0,0.0,0.0,538579
2015-06-30 00:00:00+05:30,5.2605743408203125,5.2605743408203125,5.2605743408203125,5.2605743408203125,0,0.0,0.0,0.0,538579
